,country_of_citizenship,country_being_visited,visa_requirements 
2359,haiti,kazakhstan,visa required
2360,haiti,lebanon,visa required
2361,haiti,spain,visa required
2362,haiti,suriname,restricted
2363,haiti,senegal,visa on arrival
2364,haiti,namibia,visa required
2365,haiti,san marino,visa required
2366,haiti,ireland,visa required
2367,haiti,seychelles,free visitor's permit on arrival
2368,haiti,ethiopia,evisa
2369,haiti,madagascar,evisa / visa on arrival
2370,haiti,pakistan,online visa
2371,haiti,turkey,evisa
2372,haiti,romania,visa required
2373,uruguay,laos,evisa / visa on arrival
2374,uruguay,albania,visa not required
2375,uruguay,chad,visa required
2376,uruguay,benin,evisa / visa on arrival
2377,uruguay,iceland,visa not required
2378,uruguay,vanuatu,visa not required
2379,uruguay,panama,visa not required
2380,uruguay,israel,visa not required
2381,uruguay,morocco,visa required
2382,uruguay,united states,visa required
2383,uruguay,timor-leste,visa on arrival
2384,uruguay,costa rica,visa not required
2385,uruguay,italy,visa not required
2386,uruguay,saint vincent and the grenadines,visa not required
2387,uruguay,nigeria,visa required
2388,uruguay,el salvador,visa not required
2389,uruguay,armenia,visa not required
2390,uruguay,ecuador,visa not required
2391,uruguay,poland,visa not required
2392,uruguay,mozambique,visa on arrival
2393,uruguay,argentina,visa not required
2394,uruguay,syria,visa required
2395,uruguay,finland,visa not required
2396,uruguay,austria,visa not required
2397,uruguay,sweden,visa not required
2398,uruguay,somalia,visa on arrival
2399,uruguay,tajikistan,evisa
2400,uruguay,mauritius,visa not required
2401,uruguay,belarus,visa not required
2402,uruguay,chile,visa not required
2403,uruguay,central african republic,visa required
2404,uruguay,tanzania,evisa / visa on arrival
2405,uruguay,cameroon,visa required
2406,uruguay,nauru,visa required
2407,uruguay,mali,visa required
2408,uruguay,estonia,visa not required
2409,uruguay,trinidad and tobago,visa not required
2410,uruguay,malawi,visa on arrival
2411,uruguay,togo,visa on arrival
2412,uruguay,hungary,visa not required
2413,uruguay,mexico,visa not required
2414,uruguay,tuvalu,visa on arrival
2415,uruguay,egypt,visa on arrival
2416,uruguay,slovakia,visa not required
2417,uruguay,russia,visa not required
2418,uruguay,guinea,visa required
2419,uruguay,bahamas,visa not required
2420,uruguay,uzbekistan,evisa
2421,uruguay,peru,visa not required
2422,uruguay,malta,visa not required
2423,uruguay,angola,evisa
2424,uruguay,andorra,visa not required
2425,uruguay,niger,visa required
2426,uruguay,belize,visa not required
2427,uruguay,georgia,visa not required
2428,uruguay,papua new guinea,evisa / free visa on arrival
2429,uruguay,bangladesh,visa on arrival
2430,uruguay,portugal,visa not required
2431,uruguay,south africa,visa not required
2432,uruguay,colombia,visa not required
2433,uruguay,kuwait,visa required
2434,uruguay,venezuela,visa not required
2435,uruguay,algeria,visa required
2436,uruguay,republic of the congo,visa required
2437,uruguay,jamaica,visa not required
2438,uruguay,tonga,visa required
2439,uruguay,kenya,evisa / visa on arrival
2440,uruguay,gabon,evisa
2441,uruguay,gambia,visa not required
2442,uruguay,croatia,visa not required
2443,uruguay,norway,visa not required
2444,uruguay,sri lanka,evisa / visa on arrival
2445,uruguay,saint lucia,visa not required
2446,uruguay,rwanda,evisa / visa on arrival
2447,uruguay,fiji,visa not required
2448,uruguay,cambodia,evisa / visa on arrival
2449,uruguay,united arab emirates,visa not required
2450,uruguay,bhutan,visa required
2451,uruguay,uganda,evisa / visa on arrival
2452,uruguay,vietnam,evisa
2453,uruguay,netherlands,visa not required
2454,uruguay,eritrea,visa required
2455,uruguay,tunisia,visa required
2456,uruguay,guyana,visa not required
2457,uruguay,turkmenistan,visa required
2458,uruguay,south sudan,electronic visa
2459,uruguay,iran,visa on arrival
2460,uruguay,kyrgyzstan,evisa
2461,uruguay,canada,visa required
2462,uruguay,oman,evisa
2463,uruguay,mongolia,visa not required
2464,uruguay,cuba,tourist card required
2465,uruguay,germany,visa not required
2466,uruguay,palau,visa on arrival
2467,uruguay,iraq,visa required
2468,uruguay,india,e-visa
2469,uruguay,côte d'ivoire,evisa
2470,uruguay,slovenia,visa not required
2471,uruguay,yemen,visa required
2472,uruguay,denmark,visa not required
2473,uruguay,china,visa required
2474,uruguay,ukraine,visa not required
2475,uruguay,serbia,visa not required
2476,uruguay,marshall islands,visa on arrival
2477,uruguay,lithuania,visa not required
2478,uruguay,botswana,visa not required
2479,uruguay,monaco,visa not required
2480,uruguay,saudi arabia,visa required
2481,uruguay,azerbaijan,visa required
2482,uruguay,brunei,visa required
2483,uruguay,lesotho,evisa
2484,uruguay,barbados,visa not required
2485,uruguay,nepal,visa on arrival
2486,uruguay,malaysia,visa not required
2487,uruguay,guatemala,visa not required
2488,uruguay,greece,visa not required
2489,uruguay,solomon islands,visa required
2490,uruguay,zimbabwe,evisa / visa on arrival
2491,uruguay,afghanistan,visa required
2492,uruguay,maldives,visa on arrival
2493,uruguay,liberia,visa required
2494,uruguay,saint kitts and nevis,visa not required
2495,uruguay,jordan,visa on arrival
2496,uruguay,bahrain,evisa / visa on arrival
2497,uruguay,dominica,visa not required
2498,uruguay,liechtenstein,visa not required
2499,uruguay,haiti,visa not required
2500,uruguay,new zealand,electronic travel authority
2501,uruguay,latvia,visa not required
2502,uruguay,djibouti,evisa
2503,uruguay,grenada,visa not required
2504,uruguay,democratic republic of the congo,visa required
2505,uruguay,singapore,visa not required
2506,uruguay,nicaragua,visa not required
2507,uruguay,burkina faso,visa required
2508,uruguay,eswatini,visa not required
2509,uruguay,zambia,evisa / visa on arrival
2510,uruguay,samoa,entry permit on arrival
2511,uruguay,montenegro,visa not required
2512,uruguay,equatorial guinea,visa required
2513,uruguay,bosnia and herzegovina,visa not required
2514,uruguay,ghana,visa required
2515,uruguay,moldova,visa not required
2516,uruguay,dominican republic,visa not required
2517,uruguay,guinea-bissau,evisa / visa on arrival
2518,uruguay,paraguay,visa not required
2519,uruguay,switzerland,visa not required
2520,uruguay,honduras,visa not required
2521,uruguay,libya,visa required
2522,uruguay,myanmar,evisa
2523,uruguay,belgium,visa not required
2524,uruguay,kiribati,visa required
2525,uruguay,antigua and barbuda,electronic entry visa
2526,uruguay,japan,visa not required
2527,uruguay,bulgaria,visa not required
2528,uruguay,bolivia,visa not required
2529,uruguay,thailand,visa required
2530,uruguay,cyprus,visa not required
2531,uruguay,micronesia,visa not required
2532,uruguay,sierra leone,visa required
2533,uruguay,mauritania,visa on arrival
2534,uruguay,comoros,visa on arrival
2535,uruguay,burundi,visa required
2536,uruguay,indonesia,visa not required
2537,uruguay,brazil,visa not required
2538,uruguay,qatar,visa not required
2539,uruguay,sudan,visa required
2540,uruguay,kazakhstan,visa required
2541,uruguay,lebanon,visa on arrival
2542,uruguay,spain,visa not required
2543,uruguay,suriname,e-tourist card
2544,uruguay,senegal,visa required
2545,uruguay,namibia,visa required
2546,uruguay,san marino,visa not required
2547,uruguay,ireland,visa not required
2548,uruguay,seychelles,visitor's permit on arrival
2549,uruguay,ethiopia,evisa
2550,uruguay,madagascar,evisa / visa on arrival
2551,uruguay,pakistan,online visa
2552,uruguay,turkey,visa not required
2553,uruguay,romania,visa not required
2554,bolivia,laos,evisa / visa on arrival
2555,bolivia,albania,visa required
2556,bolivia,chad,visa required
2557,bolivia,benin,evisa / visa on arrival
2558,bolivia,iceland,visa required
2559,bolivia,vanuatu,visa required
2560,bolivia,panama,visa not required
2561,bolivia,israel,visa required
2562,bolivia,morocco,visa required
2563,bolivia,united states,visa required
2564,bolivia,timor-leste,visa on arrival
2565,bolivia,costa rica,visa not required
2566,bolivia,italy,visa required
2567,bolivia,saint vincent and the grenadines,visa not required
2568,bolivia,nigeria,visa required
2569,bolivia,el salvador,visa required
2570,bolivia,armenia,evisa / visa on arrival
2571,bolivia,ecuador,visa not required
2572,bolivia,poland,visa required
2573,bolivia,mozambique,visa on arrival
2574,bolivia,argentina,visa not required
2575,bolivia,syria,visa required
2576,bolivia,finland,visa required
2577,bolivia,austria,visa required
2578,bolivia,sweden,visa required
2579,bolivia,somalia,visa on arrival
2580,bolivia,tajikistan,evisa
2581,bolivia,mauritius,visa on arrival
2582,bolivia,belarus,visa required
2583,bolivia,chile,visa not required
2584,bolivia,central african republic,visa required
2585,bolivia,tanzania,evisa / visa on arrival
2586,bolivia,cameroon,visa required
2587,bolivia,nauru,visa required
2588,bolivia,mali,visa required
2589,bolivia,estonia,visa required
2590,bolivia,trinidad and tobago,visa required
2591,bolivia,malawi,visa on arrival
2592,bolivia,togo,visa on arrival
2593,bolivia,hungary,visa required
2594,bolivia,mexico,visa not required
2595,bolivia,tuvalu,visa on arrival
2596,bolivia,egypt,visa on arrival
2597,bolivia,slovakia,visa required
2598,bolivia,russia,visa not required
2599,bolivia,guinea,visa required
2600,bolivia,bahamas,visa not required
2601,bolivia,australia,visa required
2602,bolivia,uzbekistan,evisa
2603,bolivia,peru,visa not required
2604,bolivia,malta,visa required
2605,bolivia,angola,visa required
2606,bolivia,andorra,visa required
2607,bolivia,niger,visa required
2608,bolivia,belize,visa not required
2609,bolivia,georgia,e-tourist visa
2610,bolivia,papua new guinea,visa required
2611,bolivia,bangladesh,visa on arrival
2612,bolivia,portugal,visa required
2613,bolivia,south africa,visa not required
2614,bolivia,colombia,visa not required
2615,bolivia,kuwait,visa required
2616,bolivia,venezuela,visa not required
2617,bolivia,algeria,visa required
2618,bolivia,republic of the congo,visa required
2619,bolivia,jamaica,visa not required
2620,bolivia,tonga,visa required
2621,bolivia,kenya,evisa / visa on arrival
2622,bolivia,gabon,evisa
2623,bolivia,gambia,visa required
2624,bolivia,croatia,visa required
2625,bolivia,norway,visa required
2626,bolivia,sri lanka,evisa / visa on arrival
2627,bolivia,saint lucia,visa on arrival
2628,bolivia,rwanda,evisa / visa on arrival
2629,bolivia,fiji,visa required
2630,bolivia,cambodia,evisa / visa on arrival
2631,bolivia,united arab emirates,visa required
2632,bolivia,bhutan,visa required
2633,bolivia,uganda,evisa / visa on arrival
2634,bolivia,vietnam,visa required
2635,bolivia,netherlands,visa required
2636,bolivia,eritrea,visa required
2637,bolivia,tunisia,visa required
2638,bolivia,guyana,visa on arrival
2639,bolivia,turkmenistan,visa required
2640,bolivia,south sudan,electronic visa
2641,bolivia,iran,visa not required
2642,bolivia,kyrgyzstan,e-visa
2643,bolivia,canada,visa required
2644,bolivia,oman,evisa
2645,bolivia,mongolia,visa required
2646,bolivia,cuba,tourist card required
2647,bolivia,germany,visa required
2648,bolivia,palau,visa on arrival
2649,bolivia,iraq,visa required
2650,bolivia,india,e-visa
2651,bolivia,côte d'ivoire,evisa
2652,bolivia,slovenia,visa required
2653,bolivia,yemen,visa required
2654,bolivia,denmark,visa required
2655,bolivia,china,visa required
2656,bolivia,ukraine,evisa
2657,bolivia,serbia,visa not required
2658,bolivia,marshall islands,visa required
2659,bolivia,lithuania,visa required
2660,bolivia,botswana,visa required
2661,bolivia,monaco,visa required
2662,bolivia,saudi arabia,visa required
